bf_nr,aufgabentraeger,bahnhof,preisklasse,bundesland,preis_spnv,preis_spfv,bemerkung
4053NWL,,Menden(Sauerland),6,Nordrhein-Westfalen,3.85,9.87,
4054NWL,,Menden(Sauerland)Süd,7,Nordrhein-Westfalen,2.48,6.41,
4509ZVRPNord,,Mendig,6,Rheinland-Pfalz,2.27,5.85,
4055VMBW,,Mengen,5,Baden-Württemberg,2.91,7.35,
4056TLBV,,Mengersgereuth-Hämmern,7,Thüringen,2.7,7.22,
4057TLBV,,Mengersgereuth-HämmernOst,7,Thüringen,2.7,7.22,
4061LNVG,,Meppen,4,Niedersachsen,4.96,13.09,
4062BEG,,Merching,7,Bayern,2.13,5.65,
4063ZPS,,Merchweiler,6,Saarland,1.54,4.04,
4064BEG,,Mering,3,Bayern,4.75,12.53,
5616BEG,,Mering-StAfra,4,Bayern,3.19,7.89,
8350VMBW,,Merklingen-SchwäbischeAlb,5,Baden-Württemberg,2.91,7.35,
4066NWL,,Mersch(Westf),6,Nordrhein-Westfalen,3.85,9.87,
4068NASA,,MerseburgBergmannsring,6,Sachsen-Anhalt,3.34,8.9,
4067NASA,,MerseburgHbf,4,Sachsen-Anhalt,5.24,13.97,
4070goR,,Merten(Sieg),6,Nordrhein-Westfalen,3.77,8.76,
4072ZÖPNVSüd,,Mertesheim,7,Rheinland-Pfalz,1.49,4.01,
5485goR,,Merzenich,5,Nordrhein-Westfalen,2.69,7.09,
4075ZPS,,Merzig(Saar),3,Saarland,4.69,10.93,
4182ZPS,,MerzigStadtmitte,6,Saarland,1.54,4.04,
7908NWL,,MeschNeueMühle,6,Nordrhein-Westfalen,3.85,,"9,87Namealt:NeueMühle"
4076NWL,,Meschede,4,Nordrhein-Westfalen,5.03,11.82,
1901NWL,,Meschede-Freienohl,5,Nordrhein-Westfalen,3.91,9.89,
6840VBBBerlin,,MesseNord/ICC(Witzleben),4,Berlin,2.0,5.33,
7727VBBBerlin,,MesseSüd(Eichkamp),5,Berlin,1.96,5.19,
4078RMV,,Messel,6,Hessen,2.48,6.52,
4079NWL,,Messinghausen,6,Nordrhein-Westfalen,3.85,9.87,
4081NWL,,MetelenLand,6,Nordrhein-Westfalen,3.85,9.87,
4082ZÖPNVSüd,,Mettenheim,6,Rheinland-Pfalz,1.99,5.22,
4083ZPS,,Mettlach,6,Saarland,1.54,4.04,
4087VMBW,,Metzingen,4,Baden-Württemberg,3.92,10.18,
4092VBBBerlin,,Mexikoplatz,4,Berlin,2.0,5.33,
4095BEG,,Michelau(Oberfr),6,Bayern,2.89,7.59,
4097BEG,,Michelaubrück,7,Bayern,2.13,5.65,
4098RMV,,Michelstadt,6,Hessen,2.48,6.52,
4099VBB,,Michendorf,4,Brandenburg,5.17,13.68,
4102BEG,,Miesbach,6,Bayern,2.89,7.59,
8130ZÖPNVSüd,,Miesenbach,7,Rheinland-Pfalz,1.49,4.01,
4103ZVRPNord,,Miesenheim,6,Rheinland-Pfalz,2.27,5.85,
4104NASA,,Mieste,6,Sachsen-Anhalt,3.34,8.9,
4105NASA,,Miesterhorst,7,Sachsen-Anhalt,2.77,7.39,
4106VRR,,Millingen,6,Nordrhein-Westfalen,2.76,7.0,
4107VRR,,Millingen(KrRees),6,Nordrhein-Westfalen,2.76,7.0,
4109BEG,,Miltach,7,Bayern,2.13,5.65,
4111NASA,,Miltern,7,Sachsen-Anhalt,2.77,7.39,
4115VMV,,Miltzow,6,Mecklenburg-Vorpommern,4.2,11.06,
4117BEG,,Mimberg,6,Bayern,2.89,7.59,
4118BEG,,Mindelaltheim,6,Bayern,2.89,7.59,
4119BEG,,Mindelheim,4,Bayern,3.19,7.89,
4120NWL,,Minden(Westf),3,Nordrhein-Westfalen,7.97,17.74,
4124VMV,,Mistorf,6,Mecklenburg-Vorpommern,4.2,11.06,
4125RMV,,MittelGründau,6,Hessen,2.48,6.52,
4128ZVON,,Mittelherwigsdorf(Sachs),6,Sachsen,3.28,8.7,
4132TLBV,,Mittelschmalkalden,7,Thüringen,2.7,7.22,
4133BEG,,Mittelsinn,6,Bayern,2.89,7.59,
4134BEG,,Mittenwald,4,Bayern,3.19,7.89,
4139BWVI,,MittlererLandweg,4,Hamburg,2.79,6.93,
4140VMS,,Mittweida,5,Sachsen,3.34,8.91,
4142VBB,,Mixdorf,7,Brandenburg,3.21,8.56,
4143VMBW,,Mochenwangen,6,Baden-Württemberg,2.35,6.18,
4145VMBW,,Möckmühl,5,Baden-Württemberg,2.91,7.35,
4146ZVNL,,Mockrehna,6,Sachsen,2.56,6.83,
4148VRR,,Moers,5,Nordrhein-Westfalen,2.32,5.93,
4149VBB,,Mögelin,7,Brandenburg,3.21,8.56,
4150VMBW,,Mögglingen(bGmünd),6,Baden-Württemberg,2.35,6.18,
8036VMBW,,MöhringenRathaus,7,Baden-Württemberg,1.9,5.07,
4155VMV,,Moidentin,6,Mecklenburg-Vorpommern,4.2,11.06,
4159NAHSH,,Mölln(Lauenb),6,Schleswig-Holstein,3.53,,"9,43Namealt:Mölln(Lauenburg)"
4160VMV,,Mölln(Meckl),6,Mecklenburg-Vorpommern,4.2,11.06,
7763VMBW,,Monbach-Neuhausen,7,Baden-Württemberg,1.9,5.07,
4162VRR,,MönchengladbachHbf,2,Nordrhein-Westfalen,9.8,26.07,
4164VRR,,Mönchengladbach-Genhausen,7,Nordrhein-Westfalen,2.87,7.64,
4163VRR,,Mönchengladbach-Lürrip,6,Nordrhein-Westfalen,2.76,7.0,
4165VRR,,Mönchengladbach-Rheindahlen,7,Nordrhein-Westfalen,2.87,7.64,
4166VMV,,Mönchhagen,6,Mecklenburg-Vorpommern,4.2,11.06,
4167BEG,,Mönchröden,7,Bayern,2.13,5.65,
,654ZVRPNord,Monreal,7,Rheinland-Pfalz,2.0,4.62,
4168ZÖPNVSüd,,Monsheim,5,Rheinland-Pfalz,2.95,7.78,
4169ZVRPNord,,Montabaur,4,Rheinland-Pfalz,4.57,11.36,
4170ZÖPNVSüd,,Monzingen,6,Rheinland-Pfalz,1.99,5.22,
4172BEG,,Moosburg,4,Bayern,3.19,7.89,
4174RMV,,Mörfelden,4,Hessen,2.78,6.42,
4175NASA,,Möringen(Altm),7,Sachsen-Anhalt,2.77,7.39,
4177VRN,,Mörlenbach,6,Hessen,2.31,6.13,
4178BEG,,Morlesau,7,Bayern,2.13,5.65,
125NVV,,Morschen-Altmorschen,6,Hessen,2.73,7.26,
4181NAHSH,,Morsum(Sylt),5,Schleswig-Holstein,3.75,9.91,
4183VMBW,,Mosbach(Baden),5,Baden-Württemberg,2.91,7.35,
8052VMBW,,MosbachWest,5,Baden-Württemberg,2.91,7.35,
4316VMBW,,Mosbach-Neckarelz,3,Baden-Württemberg,5.29,13.61,
4185VMS,,Mosel,6,Sachsen,3.63,9.66,
4186ZVRPNord,,Moselkern,6,Rheinland-Pfalz,2.27,5.85,
4187NASA,,Möser,6,Sachsen-Anhalt,3.34,8.9,
4189VMBW,,Mössingen,5,Baden-Württemberg,2.91,7.35,
4190BEG,,Möttingen,6,Bayern,2.89,7.59,
4191NASA,,Mücheln(Geiseltal),6,Sachsen-Anhalt,3.34,8.9,
2651NASA,,Mücheln(Geiseltal)-Stadt,7,Sachsen-Anhalt,2.77,7.39,
4192ZVON,,Mücka,7,Sachsen,3.35,8.94,
4193RMV,,Mücke(Hessen),6,Hessen,2.48,6.52,
4194ZVRPNord,,Müden(Mosel),6,Rheinland-Pfalz,2.27,5.85,
4195ZVRPNord,,Mudersbach,6,Rheinland-Pfalz,2.27,5.85,
4196VMBW,,Muggensturm,6,Baden-Württemberg,2.35,6.18,
8026VMBW,,Muggensturm-Badesee,6,Baden-Württemberg,2.35,6.18,
4197VMBW,,Mühlacker,3,Baden-Württemberg,5.29,13.61,
6237VMBW,,MühlackerRößlesweg,6,Baden-Württemberg,2.35,6.18,
4198NASA,,Mühlanger,6,Sachsen-Anhalt,3.34,8.9,
4199VVO,,Mühlbach(bPirna),7,Sachsen,2.46,6.58,
4202VMBW,,Mühlen(bHorb),7,Baden-Württemberg,1.9,5.07,
4203LNVG,,Mühlen(Oldb),7,Niedersachsen,2.85,7.6,
4204VBB,,Mühlenbeck-Mönchmühle,6,Brandenburg,3.98,10.22,
4206VMBW,,Mühlhausen(bEngen),6,Baden-Württemberg,2.35,6.18,
4207TLBV,,Mühlhausen(Thür),4,Thüringen,5.03,13.4,
4209VMBW,,Mühlheim(bTuttlingen),7,Baden-Württemberg,1.9,5.07,
4210RMV,,Mühlheim(Main),4,Hessen,2.78,6.42,
7168RMV,,Mühlheim-Dietesheim,5,Hessen,2.4,6.3,
4211BEG,,Mühlstetten,6,Bayern,2.89,7.59,
4477RMV,,Mühltal,6,Hessen,2.48,6.52,
4214BEG,,MuhramSee,6,Bayern,2.89,7.59,
4215VMS,,Mulda(Sachs),6,Sachsen,3.63,9.66,
4528ZVV,,MuldenbergFloßplatz,7,Sachsen,3.28,8.76,
4217VMS,,Muldenhütten,6,Sachsen,3.63,9.66,
4218NASA,,Muldenstein,6,Sachsen-Anhalt,3.34,8.9,
4219VRR,,Mülheim(Ruhr)Hbf,3,Nordrhein-Westfalen,4.71,11.77,
4220VRR,,Mülheim(Ruhr)West,5,Nordrhein-Westfalen,2.32,5.93,
4221VRR,,Mülheim(Ruhr)-Styrum,3,Nordrhein-Westfalen,4.71,11.77,
6374ZVRPNord,,Mülheim-Kärlich,5,Rheinland-Pfalz,2.59,,"5,24Namealt:Urmitz"
4223VMBW,,MüllheimimMarkgräflerland,4,Baden-Württemberg,3.92,,"10,18Namealt:Müllheim(Baden)"
4224VBB,,Müllrose,6,Brandenburg,3.98,10.22,
4227BEG,,Münchberg,5,Bayern,2.72,7.01,
4228VBB,,Müncheberg(Mark),6,Brandenburg,3.98,10.22,
4229RVB,,Münchehof(Harz),6,Niedersachsen,4.87,10.77,
4230TLBV,,München(bBadBerka),7,Thüringen,2.7,7.22,
4231BEG,,MünchenDonnersbergerbrücke,3,Bayern,4.75,12.53,
4233BEG,,MünchenHarras,4,Bayern,3.19,7.89,
4234BEG,,MünchenHbf,1,Bayern,21.04,56.14,
4235BEG,,MünchenHeimeranplatz,4,Bayern,3.19,7.89,
4236BEG,,MünchenIsartor,4,Bayern,3.19,7.89,
4237BEG,,MünchenKarlsplatz,3,Bayern,4.75,12.53,
4238BEG,,MünchenLeienfelsstraße,5,Bayern,2.72,7.01,
4239BEG,,MünchenLeuchtenbergring,4,Bayern,3.19,7.89,
4240BEG,,MünchenMarienplatz,3,Bayern,4.75,12.53,
4241BEG,,MünchenOst,1,Bayern,21.04,56.14,
4242BEG,,MünchenRosenheimerPlatz,3,Bayern,4.75,12.53,
4244BEG,,MünchenSiemenswerke,4,Bayern,3.19,7.89,
4243BEG,,MünchenStMartinStraße,5,Bayern,2.72,7.01,
4246BEG,,München-Allach,4,Bayern,3.19,7.89,
4247BEG,,München-Aubing,5,Bayern,2.72,7.01,
4248BEG,,München-BergamLaim,4,Bayern,3.19,7.89,
4249BEG,,München-Daglfing,5,Bayern,2.72,7.01,
4250BEG,,München-Englschalking,5,Bayern,2.72,7.01,
4251BEG,,München-Fasanerie,5,Bayern,2.72,7.01,
4252BEG,,München-Fasangarten,5,Bayern,2.72,7.01,
4253BEG,,München-Feldmoching,4,Bayern,3.19,7.89,
4254BEG,,München-Freiham,4,Bayern,3.19,7.89,
4255BEG,,München-Giesing,3,Bayern,4.75,12.53,
4232BEG,,München-Hackerbrücke,3,Bayern,4.75,12.53,
8154BEG,,München-Hirschgarten,3,Bayern,4.75,12.53,
4256BEG,,München-Johanneskirchen,5,Bayern,2.72,7.01,
4257BEG,,München-Karlsfeld,4,Bayern,3.19,7.89,
4258BEG,,München-LaimPbf,3,Bayern,4.75,12.53,
4259BEG,,München-Langwied,4,Bayern,3.19,7.89,
4260BEG,,München-Lochhausen,4,Bayern,3.19,7.89,
4261BEG,,München-Mittersendling,4,Bayern,3.19,7.89,
4262BEG,,München-Moosach,4,Bayern,3.19,7.89,
4263BEG,,München-Neuaubing,5,Bayern,2.72,7.01,
4264BEG,,München-NeuperlachSüd,5,Bayern,2.72,7.01,
4265BEG,,München-Obermenzing,4,Bayern,3.19,7.89,
4266BEG,,München-Pasing,2,Bayern,13.72,36.53,
4267BEG,,München-Perlach,5,Bayern,2.72,7.01,
4268BEG,,München-RiemPbf,4,Bayern,3.19,7.89,
4269BEG,,München-Solln,5,Bayern,2.72,7.01,
4270BEG,,München-Trudering,5,Bayern,2.72,7.01,
2512BEG,,München-Untermenzing,4,Bayern,3.19,7.89,
4271BEG,,München-Westkreuz,4,Bayern,3.19,7.89,
4273BEG,,Münchsmünster,6,Bayern,2.89,7.59,
7963ZÖPNVSüd,,Münchweiler(Alsenz),6,Rheinland-Pfalz,1.99,5.22,
4274ZÖPNVSüd,,Münchweiler(Rodalb),6,Rheinland-Pfalz,1.99,5.22,
4275VMBW,,Munderkingen,6,Baden-Württemberg,2.35,6.18,
4277BEG,,Münnerstadt,6,Bayern,2.89,7.59,
4278RMV,,Münster(bDieburg),6,Hessen,2.48,6.52,
4279LNVG,,Munster(Örtze),6,Niedersachsen,4.23,10.34,
4280NWL,,Münster(Westf)Hbf,2,Nordrhein-Westfalen,13.97,35.99,
7655NWL,,MünsterZentrumNord,5,Nordrhein-Westfalen,3.91,9.89,
39NWL,,Münster-Albachten,6,Nordrhein-Westfalen,3.85,9.87,
135NWL,,Münster-Amelsbüren,6,Nordrhein-Westfalen,3.85,9.87,
4546NWL,,Münster-Häger,6,Nordrhein-Westfalen,3.85,9.87,
2771NWL,,Münster-Hiltrup,4,Nordrhein-Westfalen,5.03,11.82,
7813NWL,,Münster-Mecklenbeck,6,Nordrhein-Westfalen,3.85,9.87,
8247NWL,,Münster-Roxel,7,Nordrhein-Westfalen,2.48,6.41,
4281ZÖPNVSüd,,Münster-Sarmsheim,6,Rheinland-Pfalz,1.99,5.22,
5928NWL,,Münster-Sprakel,5,Nordrhein-Westfalen,3.91,9.89,
4282VMBW,,Murg(Baden),6,Baden-Württemberg,2.35,6.18,
4283ZVRPNord,,Mürlenbach,6,Rheinland-Pfalz,2.27,5.85,
4284BEG,,Murnau,4,Bayern,3.19,7.89,
4285BEG,,MurnauOrt,7,Bayern,2.13,5.65,
4287VMBW,,Murrhardt,5,Baden-Württemberg,2.91,7.35,
4288ZÖPNVSüd,,Mußbach,6,Rheinland-Pfalz,1.99,5.22,
4289NAHSH,,Müssen,6,Schleswig-Holstein,3.53,9.43,
4290BEG,,Nabburg,6,Bayern,2.89,7.59,
4292NASA,,Nachterstedt-Hoym,7,Sachsen-Anhalt,2.77,7.39,
4293ZÖPNVSüd,,Nackenheim,5,Rheinland-Pfalz,2.95,7.78,
4295VMBW,,Nagold,6,Baden-Württemberg,2.35,6.18,
8027VMBW,,NagoldStadtmitte,6,Baden-Württemberg,2.35,6.18,
7947VMBW,,Nagold-Iselshausen,7,Baden-Württemberg,1.9,5.07,
8157VMBW,,Nagold-Steinberg,7,Baden-Württemberg,1.9,5.07,
4296BEG,,Naila,6,Bayern,2.89,7.59,
4297ZPS,,Namborn,6,Saarland,1.54,4.04,
4298ZVRPNord,,Namedy,6,Rheinland-Pfalz,2.27,5.85,
4300ZVNL,,Narsdorf,6,Sachsen,2.56,6.83,
4301VMS,,Nassau(Erzgeb),7,Sachsen,2.75,7.32,
4302ZVRPNord,,Nassau(Lahn),6,Rheinland-Pfalz,2.27,5.85,
4303BEG,,Nassenbeuren,7,Bayern,2.13,5.65,
4304VBB,,Nassenheide,6,Brandenburg,3.98,10.22,
4305LNVG,,Natrup-Hagen,6,Niedersachsen,4.23,10.34,
4306VBB,,Nauen,3,Brandenburg,7.57,20.21,
4307NASA,,Nauendorf(Saalkr),7,Sachsen-Anhalt,2.77,7.39,
4308RMV,,Nauheim(bGroßGerau),6,Hessen,2.48,6.52,
4309NASA,,Naumburg(Saale)Hbf,3,Sachsen-Anhalt,6.59,17.26,
4311ZVNL,,Naunhof,6,Sachsen,2.56,6.83,
4313NASA,,Nebra,6,Sachsen-Anhalt,3.34,8.9,
4314VBB,,Nechlin,7,Brandenburg,3.21,8.56,
8166VMBW,,NeckarbischofsheimNord,7,Baden-Württemberg,1.9,5.07,
4315VMBW,,Neckarburken,6,Baden-Württemberg,2.35,6.18,
4317VMBW,,Neckargemünd,3,Baden-Württemberg,5.29,13.61,
8053VMBW,,NeckargemündAltstadt,5,Baden-Württemberg,2.91,7.35,
4318VMBW,,Neckargerach,5,Baden-Württemberg,2.91,7.35,
4319VRN,,NeckarhausenbeiNeckarsteinach,6,Hessen,2.31,6.13,
4321VRN,,Neckarsteinach,4,Hessen,3.47,8.57,
4322VMBW,,Neckarsulm,4,Baden-Württemberg,3.92,10.18,
8271VMBW,,NeckarsulmMitte,6,Baden-Württemberg,2.35,6.18,
8270VMBW,,NeckarsulmNord,5,Baden-Württemberg,2.91,7.35,
4323VMBW,,Neckarzimmern,6,Baden-Württemberg,2.35,6.18,
4326ZVRPNord,,Neef,6,Rheinland-Pfalz,2.27,5.85,
8396LNVG,,Neermoor,6,Niedersachsen,4.23,,"10,34Inbetriebnahme25072025"
4327LNVG,,Neetzendorf,7,Niedersachsen,2.85,7.6,
4328VMV,,Neetzka,7,Mecklenburg-Vorpommern,3.47,9.27,
4330VMBW,,Nehren,6,Baden-Württemberg,2.35,6.18,
7875ZÖPNVSüd,,Neidenfels,6,Rheinland-Pfalz,1.99,5.22,
8164VMBW,,Neidenstein,7,Baden-Württemberg,1.9,5.07,
4333NASA,,Neinstedt,7,Sachsen-Anhalt,2.77,7.39,
4334VRStutt,,Nellmersbach,5,Baden-Württemberg,2.09,5.58,
4335NASA,,Nemsdorf-Göhrendorf,7,Sachsen-Anhalt,2.77,7.39,
4336VMBW,,Nendingen(bTuttlingen),7,Baden-Württemberg,1.9,5.07,
4337VBB,,Nennhausen,6,Brandenburg,3.98,10.22,
4338ZPS,,Nennig,6,Saarland,1.54,4.04,
4341BEG,,Nersingen,5,Bayern,2.72,7.01,
4344BEG,,Nesselwang,6,Bayern,2.89,7.59,
4345BWVI,,Nettelnburg,4,Hamburg,2.79,6.93,
4346goR,,Nettersheim,6,Nordrhein-Westfalen,3.77,8.76,
883VRR,,Nettetal-Breyell,6,Nordrhein-Westfalen,2.76,7.0,
4348VBB,,Netzeband,7,Brandenburg,3.21,8.56,
4349ZVV,,Netzschkau,6,Sachsen,3.51,9.38,
4351RMV,,NeuIsenburg,4,Hessen,2.78,6.42,
4358VMV,,NeuWokern,6,Mecklenburg-Vorpommern,4.2,11.06,
4359LNVG,,NeuWulmstorf,6,Niedersachsen,4.23,10.34,
4360BEG,,Neubäu,6,Bayern,2.89,7.59,
4362BEG,,Neubiberg,4,Bayern,3.19,7.89,
4363VMV,,Neubrandenburg,3,Mecklenburg-Vorpommern,27.07,69.66,
4364ZÖPNVSüd,,Neubrücke(Nahe),4,Rheinland-Pfalz,2.84,7.4,
4365VMV,,Neubukow,6,Mecklenburg-Vorpommern,4.2,11.06,
4366BEG,,Neuburg(Donau),5,Bayern,2.72,7.01,
4367BEG,,Neuburg(Kammel),6,Bayern,2.89,7.59,
7189ZÖPNVSüd,,Neuburg(Rhein),7,Rheinland-Pfalz,1.49,4.01,
4370VMBW,,Neudenau,6,Baden-Württemberg,2.35,6.18,
4372TLBV,,Neudietendorf,4,Thüringen,5.03,13.4,
4374RVB,,Neudorf-Platendorf,7,Niedersachsen,2.54,,"6,37Ausserbetriebnahme21022025"
4375TLBV,,NeueSchenke,7,Thüringen,2.7,7.22,
3927VMBW,,Neu-Edingen/Friedrichsfeld,3,Baden-Württemberg,5.29,13.61,
7156VMBW,,Neuenburg(Baden),6,Baden-Württemberg,2.35,6.18,
4378BEG,,Neuendettelsau,7,Bayern,2.13,5.65,
4382VBB,,Neuenhagen(bBerlin),6,Brandenburg,3.98,10.22,
4383LNVG,,Neuenkirchen(Oldb),6,Niedersachsen,4.23,10.34,
4384BEG,,Neuenmarkt-Wirsberg,4,Bayern,3.19,7.89,
4385NWL,,Neuenrade,7,Nordrhein-Westfalen,2.48,6.41,
4387VMBW,,Neuenstein,6,Baden-Württemberg,2.35,6.18,
4389BEG,,Neufahrn(bFreising),4,Bayern,3.19,7.89,
4390BEG,,Neufahrn(Niederbay),5,Bayern,2.72,7.01,
4394ZVON,,Neugersdorf,6,Sachsen,3.28,8.7,
4395BEG,,Neugilching,5,Bayern,2.72,7.01,
4396BEG,,Neuhaus(Pegnitz),4,Bayern,3.19,7.89,
4397VBB,,Neuhausen(bCottbus),6,Brandenburg,3.98,10.22,
7160TLBV,,Neuhaus-Igelshieb,7,Thüringen,2.7,7.22,
4401VBB,,Neuhof(bZossen),6,Brandenburg,3.98,10.22,
4400RMV,,Neuhof(KrFulda),5,Hessen,2.4,6.3,
4403ZVNL,,Neukieritzsch,4,Sachsen,2.95,7.87,
4404ZVON,,Neukirch(Lausitz)Ost,6,Sachsen,3.28,8.7,
4405ZVON,,Neukirch(Lausitz)West,6,Sachsen,3.28,8.7,
4406BEG,,Neukirchen(bSulzbach-Rosenberg),5,Bayern,2.72,7.01,
4410ZVNL,,Neukirchen-Wyhra,7,Sachsen,2.79,7.45,
4411LNVG,,Neukloster(KrStade),6,Niedersachsen,4.23,10.34,
4414VMBW,,Neulußheim,5,Baden-Württemberg,2.91,7.35,
4415ZVV,,Neumark(Sachs),6,Sachsen,3.51,9.38,
4416BEG,,Neumarkt(Oberpf),3,Bayern,4.75,12.53,
4418TLBV,,Neumühle(Elster),6,Thüringen,3.43,9.13,
4420NAHSH,,Neumünster,2,Schleswig-Holstein,26.39,70.43,
8063NAHSH,,NeumünsterStadtwald,7,Schleswig-Holstein,2.21,5.91,
4422NASA,,Neundorf(Anh),7,Sachsen-Anhalt,2.77,7.39,
4423TLBV,,Neunhofen,7,Thüringen,2.7,7.22,
4425NWL,,Neunkirchen(KrSiegen),6,Nordrhein-Westfalen,3.85,9.87,
4426ZPS,,Neunkirchen(Saar)Hbf,3,Saarland,4.69,10.93,
4427ZPS,,Neunkirchen(Saar)-Wellesweiler,5,Saarland,1.58,4.0,
4428BEG,,NeunkirchenaSand,5,Bayern,2.72,7.01,
4431VBB,,Neupetershain,6,Brandenburg,3.98,10.22,
4433VBB,,NeuruppinRheinsbergerTor,6,Brandenburg,3.98,10.22,
8013VBB,,NeuruppinWest,6,Brandenburg,3.98,10.22,
4434ZVON,,Neusalza-Spremberg,6,Sachsen,3.28,8.7,
4435BEG,,Neusäß,5,Bayern,2.72,7.01,
4436BEG,,Neuses(bKronach),6,Bayern,2.89,7.59,
4437BEG,,Neusorg,6,Bayern,2.89,7.59,
4438VVO,,Neusörnewitz,6,Sachsen,2.85,7.61,
7656VRR,,NeussAllerheiligen,6,Nordrhein-Westfalen,2.76,7.0,
4439VRR,,NeussAmKaiser,5,Nordrhein-Westfalen,2.32,5.93,
4440VRR,,NeussHbf,2,Nordrhein-Westfalen,9.8,26.07,
4441VRR,,NeussRheinpark-Center,5,Nordrhein-Westfalen,2.32,5.93,
4442VRR,,NeussSüd,6,Nordrhein-Westfalen,2.76,7.0,
8195BEG,,Neustadt(Aisch)Mitte,6,Bayern,2.89,7.59,
4444BEG,,Neustadt(bCoburg),6,Bayern,2.89,7.59,
4445BEG,,Neustadt(Donau),6,Bayern,2.89,7.59,
4446VBB,,Neustadt(Dosse),5,Brandenburg,3.44,9.13,
4447NAHSH,,Neustadt(Holst),6,Schleswig-Holstein,3.53,9.43,
4448RMV,,Neustadt(KrMarburg),5,Hessen,2.4,6.3,
4449TLBV,,Neustadt(Orla),6,Thüringen,3.43,9.13,
4450VVO,,Neustadt(Sachs),6,Sachsen,2.85,7.61,
4451VMBW,,Neustadt(Schwarzw),5,Baden-Württemberg,2.91,7.35,
4452BEG,,Neustadt(Waldnaab),7,Bayern,2.13,5.65,
4453ZÖPNVSüd,,Neustadt(Weinstr)Böbig,4,Rheinland-Pfalz,2.84,7.4,
4454ZÖPNVSüd,,Neustadt(Weinstr)Hbf,2,Rheinland-Pfalz,16.5,44.03,
4455RH,,NeustadtaRübenberge,4,Niedersachsen,4.42,11.76,
8199ZÖPNVSüd,,NeustadtSüd,6,Rheinland-Pfalz,1.99,5.22,
4457VMV,,Neustadt-Glewe,6,Mecklenburg-Vorpommern,4.2,11.06,
4458VRStutt,,Neustadt-Hohenacker,5,Baden-Württemberg,2.09,5.58,
4460VMV,,NeustrelitzHbf,4,Mecklenburg-Vorpommern,5.1,12.82,
4462VBB,,Neutrebbin,6,Brandenburg,3.98,10.22,
4357BEG,,Neu-Ulm,4,Bayern,3.19,,"7,89Namealt:NeuUlm"
4464ZVRPNord,,Neuwied,3,Rheinland-Pfalz,4.59,11.17,
4465BWVI,,Neuwiedenthal,4,Hamburg,2.79,6.93,
4467VRStutt,,Neuwirtshaus(Porscheplatz),4,Baden-Württemberg,2.9,7.74,
4468VBB,,Neuzelle,5,Brandenburg,3.44,9.13,
4471RMV,,Nidda,5,Hessen,2.4,6.3,
2670RMV,,Nidderau,5,Hessen,2.4,6.3,
1497RMV,,Nidderau-Eichen,6,Hessen,2.48,6.52,
6791RMV,,Nidderau-Windecken,6,Hessen,2.48,6.52,
4472NAHSH,,Niebüll,3,Schleswig-Holstein,9.48,25.32,
4473ZPS,,Niedaltdorf,7,Saarland,2.2,5.86,
4474ZÖPNVSüd,,NiederFlörsheim-Dalsheim,6,Rheinland-Pfalz,1.99,5.22,
4475RMV,,NiederOhmen,6,Hessen,2.48,6.52,
4476ZÖPNVSüd,,NiederOlm,6,Rheinland-Pfalz,1.99,5.22,
4479RMV,,NiederWöllstadt,5,Hessen,2.4,6.3,
4482VVO,,Niederau,6,Sachsen,2.85,7.61,
4483VMBW,,Niederbiegen,6,Baden-Württemberg,2.35,6.18,
4484VMS,,Niederbobritzsch,6,Sachsen,3.63,9.66,
4485RMV,,Niederbrechen,5,Hessen,2.4,6.3,
4488goR,,Niederdollendorf,5,Nordrhein-Westfalen,2.69,7.09,
4490RMV,,Niederdorfelden,6,Hessen,2.48,6.52,
4492NWL,,Niederdresselndorf,7,Nordrhein-Westfalen,2.48,6.41,
4493ZVRPNord,,Niedererbach,7,Rheinland-Pfalz,2.0,4.62,
4494VBB,,Niederfinow,6,Brandenburg,3.98,10.22,
4496VBB,,Niedergörsdorf,6,Brandenburg,3.98,10.22,
4497RMV,,Niederhadamar,7,Hessen,1.88,4.96,
4499ZÖPNVSüd,,Niederheimbach,6,Rheinland-Pfalz,1.99,5.22,
4500RMV,,Niederhöchstadt,5,Hessen,2.4,6.3,
4501ZVRPNord,,Niederhövels,6,Rheinland-Pfalz,2.27,5.85,
4502RMV,,Niederjosbach,4,Hessen,2.78,6.42,
4503ZVRPNord,,Niederlahnstein,4,Rheinland-Pfalz,4.57,11.36,
4506VBB,,Niederlehme,7,Brandenburg,3.21,8.56,
4507BEG,,Niederlindhart,6,Bayern,2.89,7.59,
4508ZPS,,Niederlinxweiler,5,Saarland,1.58,4.0,
4510RMV,,Niedermittlau,5,Hessen,2.4,6.3,
4511ZÖPNVSüd,,Niedermohr,6,Rheinland-Pfalz,1.99,5.22,
4512NASA,,Niederndodeleben,6,Sachsen-Anhalt,3.34,8.9,
4513RMV,,Niedernhausen(Taunus),4,Hessen,2.78,6.42,
4514ZVON,,Niederoderwitz,6,Sachsen,3.28,8.7,
4516TLBV,,Niederpöllnitz,6,Thüringen,3.43,9.13,
4517BEG,,Niederraunau,7,Bayern,2.13,5.65,
4518BEG,,Niederroth,7,Bayern,2.13,5.65,
4519TLBV,,Niedersachswerfen,6,Thüringen,3.43,9.13,
4520RMV,,Niederscheld(Dillkr)Süd,6,Hessen,2.48,6.52,
4521ZVRPNord,,Niederschelden,5,Rheinland-Pfalz,2.59,5.24,
